4,4,8.181328545780969e-17,3.672050514264347e-18,91.8399,0.0354,7680.1446,0.0002
52,54,0.00007,0.000017,4290.2208,9.3537,8159.2808,0.9181
74,84,0.00125,0.0002099999999999999,6612.4547,2.6394,7794,2
72,84,0.023,0.0010000000000000009,6025.9559,3.0801,7892.7893,0.9363
64,84,2243745360,37869120.00000024,3271.2911,0.0308,8192.9171,0.0302
62,84,3250432800000000,157788000000000,2528.7792,2.8131,8242.6103,0.0404
60,84,7.2266904e+22,5.049216000000004e+21,1901.2829,1.4525,8279.6326,0.0084
64,86,56488104000000,2524608000000,2807.3935,6.0162,8193.1305,0.0483
62,86,2.209032e+23,9.46728e+22,1987.0458,0.4453,8233.4042,0.0066
78,88,0.0003,0.00009999999999999999,7292.2662,7.2334,7671,2
66,88,94672800000000,47336400000000,2945.1204,4.9463,8147.927,0.1596
78,90,0.00202,0.00010000000000000015,6989.7297,3.0733,7713.6064,0.8725
72,102,6.31152e+22,1.2623039999999998e+22,2494.4298,2.2593,8029.2584,0.0854
84,106,0.00246,0.0000499999999999997,7693.2733,7.2234,7694.9961,0.0859
84,110,0.392,0.0040000000000000036,6987.074,3.1772,7737.7245,0.0678
76,110,6.31152e+22,3.4713359999999997e+22,2821.1964,0.8748,7946.4941,0.0035
78,112,20512440000000000000,946728000000000000,3268.6121,0.5873,7914.5974,0.0149
88,116,0.057,0.008,7636.6358,6.7898,7652.5716,0.1532
88,118,0.24,0.020000000000000004,7415.2578,4.1635,7669.0764,0.09
90,122,0.0317,0.0013000000000000008,7958.0367,4.5583,7631.3072,0.1301
90,124,0.08700000000000001,0.010000000000000002,7827.1772,5.3992,7640.7191,0.0629
84,124,91453924.8,63115.19999999553,5215.692,1.2716,7794.7963,0.0147
92,126,0.00051,0.00009000000000000002,8774.8074,8.6266,7582,1
86,126,1434,71.99999999999989,6385.072,2.622,7737.3458,0.0371
84,126,11955686.4,172.80000000074506,5407.5307,0.0713,7777.1023,0.0429
90,128,1.17e-7,9.000000000000008e-9,9849.0906,9.1118,7637.7651,0.2342
88,128,1.8200000000000002e-7,1.000000000000001e-8,9525.7696,7.3754,7684.4964,0.0622
86,128,2.7e-7,2.000000000000002e-8,9208.4798,9.115,7725.0241,0.045
84,128,2.9899999999999996e-7,1.9999999999999914e-9,8954.1948,0.114,7758.6553,0.0267
92,130,0.0000047,2.000000000000002e-7,9481.171,50.9193,7588,1
90,130,0.000009699999999999999,5.999999999999993e-7,8973.1556,11.102,7635.0742,0.0681
88,130,0.0000252,3.000000000000005e-7,8540.3045,3.4317,7676.6592,0.046
86,130,0.000044999999999999996,0.0000049999999999999996,8197.8049,5.6519,7711.6879,0.0345
84,130,0.0001636,3.000000000000073e-7,7833.5408,0.0611,7738.7527,0.0106
92,132,0.00084,0.00031,8628.2368,6.7512,7590.4039,0.1024
90,132,0.0028,0.0002999999999999999,8132.5665,2.8606,7631.9166,0.049
88,132,0.018000000000000002,0.002,7593.8629,4.9407,7667.7162,0.0429
86,132,0.035,0.005000000000000001,7262.4699,1.8507,7696.6931,0.0201
84,132,0.145,0.0020000000000000018,6906.3495,0.505,7717.2552,0.0082
92,134,0.268,0.009000000000000008,7700.8428,4.2662,7591.0016,0.0628
90,134,1.04,0.020000000000000018,7298.5734,5.8787,7627.4763,0.0591
94,134,1.1,1.25,7940.2027,17.6755,7548,1
88,134,38,0.5,6677.8757,4.2266,7657.1195,0.0198
86,134,55.6,0.10000000000000142,6404.7417,0.1018,7679.9236,0.0081
94,136,102,10,7178.4564,9.2888,7550.6868,0.073
90,136,1834.2,6.000000000000114,6452.5282,1.0117,7620.9227,0.0196
88,136,313796.16,198.72000000000116,5788.9231,0.1526,7645.0807,0.0079
86,136,330350.4,25.920000000012806,5590.3894,0.3055,7661.9636,0.0085
90,138,60353910,28401.839999996126,5520.1511,0.2236,7611.8984,0.0078
88,138,50492160000,220903200,4870.7028,0.2545,7630.9974,0.0053
92,140,2174318640,12623040.000000238,5413.63,0.09,7577.9192,0.0077
90,140,2379443040000,9467280000,4770.0202,1.5149,7600.716,0.0048
94,142,90191620.8,252460.80000000447,5867.1471,0.0814,7542.8617,0.0079
92,142,7747390800000,18934560000,4857.5319,0.6763,7568.3611,0.0048
90,142,441806400000000000,3155760000000000,4081.5999,1.4,7586.4854,0.0047
94,144,2767601520,3155759.9999997616,5593.2729,0.1927,7534.504,0.0047
92,144,739078992000000,1262304000000,4572.9562,0.8731,7556.0433,0.0046
98,146,1164,36.000000000000114,7328.9581,1.8113,7465.9451,0.0343
96,146,14065920.000000002,17279.99999999907,6215.6349,0.0813,7499.122,0.0062
94,146,207049413600,220903200,5255.8215,0.1448,7523.9527,0.0045
92,146,140999356800000000,189345600000000,4269.8581,2.1157,7541.3284,0.0052
98,148,128520.00000000001,1800,6861.6127,0.9987,7462.0905,0.0316
96,148,571192560,3155760.0000000596,5901.5999,0.03,7491.044,0.0207
98,150,28814400,241920,6361.1999,5,7456.0351,0.0207
100,152,91404,144,7153.7437,1.0162,7416.5429,0.0295
108,158,0.0023,0.0009500000000000001,10345.6864,15.5994,7253.7634,0.1455
116,174,0.015,0.016,10996.8334,57.5862,7079,2
114,174,0.52,0.175,10076.4873,11.933,7116,3
